#ANO;ESTADO;MUNICIPIO;ESFERA_GOVERNO;MODALIDADE_ENSINO;VALOR_TOTAL_ESCOLAS_PNAE
"2012";"AL";"COITE DO NOIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";9000,00
"2012";"AL";"COITE DO NOIA";"MUNICIPAL";"PRÉ-ESCOLA";24612,00
"2012";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"CRECHE";3024,00
"2012";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"EJA";5760,00
"2012";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"ENSINO FUNDAMENTAL";290520,00
"2012";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";25500,00
"2012";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"PRÉ-ESCOLA";28728,00
"2012";"AL";"COQUEIRO SECO";"MUNICIPAL";"CRECHE";7896,00
"2012";"AL";"COQUEIRO SECO";"MUNICIPAL";"EJA";1800,00
"2012";"AL";"COQUEIRO SECO";"MUNICIPAL";"ENSINO FUNDAMENTAL";68880,00
"2012";"AL";"COQUEIRO SECO";"MUNICIPAL";"PRÉ-ESCOLA";20748,00
"2012";"AL";"CORURIPE";"MUNICIPAL";"CRECHE";103656,00
"2012";"AL";"CORURIPE";"MUNICIPAL";"EJA";78960,00
"2012";"AL";"CORURIPE";"MUNICIPAL";"ENSINO FUNDAMENTAL";626640,00
"2012";"AL";"CORURIPE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";18000,00
"2012";"AL";"CORURIPE";"MUNICIPAL";"PRÉ-ESCOLA";155904,00
"2012";"AL";"CRAIBAS";"MUNICIPAL";"EJA";66540,00
"2012";"AL";"CRAIBAS";"MUNICIPAL";"ENSINO FUNDAMENTAL";283140,00
"2012";"AL";"CRAIBAS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";24600,00
"2012";"AL";"CRAIBAS";"MUNICIPAL";"PRÉ-ESCOLA";61656,00
"2012";"AL";"DELMIRO GOUVEIA";"MUNICIPAL";"EJA";49260,00
"2012";"AL";"DELMIRO GOUVEIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";483060,00
"2012";"AL";"DELMIRO GOUVEIA";"MUNICIPAL";"ENSINO MÉDIO";6960,00
"2012";"AL";"DELMIRO GOUVEIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";21960,00
"2012";"AL";"DELMIRO GOUVEIA";"MUNICIPAL";"PRÉ-ESCOLA";111468,00
"2012";"AL";"DOIS RIACHOS";"MUNICIPAL";"CRECHE";18144,00
"2012";"AL";"DOIS RIACHOS";"MUNICIPAL";"EJA";58860,00
