#ANO;ESTADO;MUNICIPIO;ESFERA_GOVERNO;MODALIDADE_ENSINO;VALOR_TOTAL_ESCOLAS_PNAE
"2018";"AC";"MANCIO LIMA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7208,00
"2018";"AC";"MANCIO LIMA";"MUNICIPAL";"CRECHE";99082,00
"2018";"AC";"MANCIO LIMA";"MUNICIPAL";"EJA";7424,00
"2018";"AC";"MANCIO LIMA";"MUNICIPAL";"ENSINO FUNDAMENTAL";197034,00
"2018";"AC";"MANCIO LIMA";"MUNICIPAL";"INDÍGENA";9056,00
"2018";"AC";"MANCIO LIMA";"MUNICIPAL";"PRÉ-ESCOLA";73458,00
"2018";"AC";"MANOEL URBANO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2226,00
"2018";"AC";"MANOEL URBANO";"MUNICIPAL";"CRECHE";28248,00
"2018";"AC";"MANOEL URBANO";"MUNICIPAL";"EJA";1856,00
"2018";"AC";"MANOEL URBANO";"MUNICIPAL";"ENSINO FUNDAMENTAL";100584,00
"2018";"AC";"MANOEL URBANO";"MUNICIPAL";"PRÉ-ESCOLA";30634,00
"2018";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5512,00
"2018";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"CRECHE";56068,00
"2018";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"EJA";15936,00
"2018";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"ENSINO FUNDAMENTAL";348294,00
"2018";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"INDÍGENA";96602,00
"2018";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";69523,20
"2018";"AC";"MARECHAL THAUMATURGO";"MUNICIPAL";"PRÉ-ESCOLA";68370,00
"2018";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3922,00
"2018";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"CRECHE";8774,00
"2018";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"EJA";9728,00
"2018";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"ENSINO FUNDAMENTAL";157870,00
"2018";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";16358,40
"2018";"AC";"PLACIDO DE CASTRO";"MUNICIPAL";"PRÉ-ESCOLA";64130,00
"2018";"AC";"PORTO ACRE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1272,00
"2018";"AC";"PORTO ACRE";"MUNICIPAL";"ENSINO FUNDAMENTAL";69062,40
"2018";"AC";"PORTO ACRE";"MUNICIPAL";"PRÉ-ESCOLA";47572,80
"2018";"AC";"PORTO WALTER";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3180,00
"2018";"AC";"PORTO WALTER";"MUNICIPAL";"CRECHE";18404,00
"2018";"AC";"PORTO WALTER";"MUNICIPAL";"EJA";16256,00
"2018";"AC";"PORTO WALTER";"MUNICIPAL";"ENSINO FUNDAMENTAL";156456,00
"2018";"AC";"PORTO WALTER";"MUNICIPAL";"PRÉ-ESCOLA";51092,00
"2018";"AC";"RIO BRANCO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";382872,00
"2018";"AC";"RIO BRANCO";"ESTADUAL";"EJA";2475012,00
"2018";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO FUNDAMENTAL";6835224,00
"2018";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO MÉDIO";3152538,00
"2018";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO MÉDIO INTEGRAL";1399956,00
"2018";"AC";"RIO BRANCO";"ESTADUAL";"INDÍGENA";779398,00
"2018";"AC";"RIO BRANCO";"ESTADUAL";"PRÉ-ESCOLA";1696,00
"2018";"AC";"RIO BRANCO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";49714,00
"2018";"AC";"RIO BRANCO";"MUNICIPAL";"CRECHE";954440,00
"2018";"AC";"RIO BRANCO";"MUNICIPAL";"EJA";54336,00
"2018";"AC";"RIO BRANCO";"MUNICIPAL";"ENSINO FUNDAMENTAL";1007048,80
"2018";"AC";"RIO BRANCO";"MUNICIPAL";"ENSINO MÉDIO";6019,20
"2018";"AC";"RIO BRANCO";"MUNICIPAL";"PRÉ-ESCOLA";1084486,00
"2018";"AC";"RODRIGUES ALVES";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";4293,00
"2018";"AC";"RODRIGUES ALVES";"MUNICIPAL";"CRECHE";110745,00
"2018";"AC";"RODRIGUES ALVES";"MUNICIPAL";"EJA";56620,80
"2018";"AC";"RODRIGUES ALVES";"MUNICIPAL";"ENSINO FUNDAMENTAL";124738,20
"2018";"AC";"RODRIGUES ALVES";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";16585,60
"2018";"AC";"RODRIGUES ALVES";"MUNICIPAL";"PRÉ-ESCOLA";62773,20
"2018";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1378,00
"2018";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"CRECHE";17548,00
"2018";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"EJA";8768,00
"2018";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"ENSINO FUNDAMENTAL";62630,00
"2018";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"INDÍGENA";142976,00
"2018";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"PRÉ-ESCOLA";19292,00
"2018";"AC";"SENA MADUREIRA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";8162,00
"2018";"AC";"SENA MADUREIRA";"MUNICIPAL";"CRECHE";66982,00
"2018";"AC";"SENA MADUREIRA";"MUNICIPAL";"EJA";3648,00
"2018";"AC";"SENA MADUREIRA";"MUNICIPAL";"ENSINO FUNDAMENTAL";472166,00
"2018";"AC";"SENA MADUREIRA";"MUNICIPAL";"PRÉ-ESCOLA";100806,00
"2018";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";6360,00
"2018";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"CRECHE";49862,00
"2018";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"EJA";16832,00
"2018";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"ENSINO FUNDAMENTAL";234032,00
"2018";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"PRÉ-ESCOLA";81832,00
"2018";"AC";"TARAUACA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7738,00
"2018";"AC";"TARAUACA";"MUNICIPAL";"CRECHE";61632,00
"2018";"AC";"TARAUACA";"MUNICIPAL";"EJA";41856,00
"2018";"AC";"TARAUACA";"MUNICIPAL";"ENSINO FUNDAMENTAL";673822,00
"2018";"AC";"TARAUACA";"MUNICIPAL";"PRÉ-ESCOLA";142040,00
"2018";"AC";"XAPURI";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";954,00
"2018";"AC";"XAPURI";"MUNICIPAL";"CRECHE";43014,00
"2018";"AC";"XAPURI";"MUNICIPAL";"EJA";4224,00
"2018";"AC";"XAPURI";"MUNICIPAL";"ENSINO FUNDAMENTAL";30376,00
"2018";"AC";"XAPURI";"MUNICIPAL";"PRÉ-ESCOLA";44202,00
"2018";"AL";"AGUA BRANCA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";16006,00
"2018";"AL";"AGUA BRANCA";"MUNICIPAL";"CRECHE";27392,00
"2018";"AL";"AGUA BRANCA";"MUNICIPAL";"EJA";28224,00
"2018";"AL";"AGUA BRANCA";"MUNICIPAL";"ENSINO FUNDAMENTAL";210888,00
"2018";"AL";"AGUA BRANCA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";46576,00
"2018";"AL";"AGUA BRANCA";"MUNICIPAL";"PRÉ-ESCOLA";44096,00
"2018";"AL";"AGUA BRANCA";"MUNICIPAL";"QUILOMBOLA";132864,00
"2018";"AL";"ANADIA";"MUNICIPAL";"CRECHE";19046,00
"2018";"AL";"ANADIA";"MUNICIPAL";"EJA";14656,00
"2018";"AL";"ANADIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";309166,00
"2018";"AL";"ANADIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";78270,40
"2018";"AL";"ANADIA";"MUNICIPAL";"PRÉ-ESCOLA";55748,00
"2018";"AL";"ARAPIRACA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";43566,00
"2018";"AL";"ARAPIRACA";"MUNICIPAL";"CRECHE";416872,00
"2018";"AL";"ARAPIRACA";"MUNICIPAL";"EJA";150208,00
"2018";"AL";"ARAPIRACA";"MUNICIPAL";"ENSINO FUNDAMENTAL";2563780,00
"2018";"AL";"ARAPIRACA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";95310,40
"2018";"AL";"ARAPIRACA";"MUNICIPAL";"PRÉ-ESCOLA";403118,00
"2018";"AL";"ARAPIRACA";"MUNICIPAL";"QUILOMBOLA";130360,00
"2018";"AL";"ATALAIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";20670,00
"2018";"AL";"ATALAIA";"MUNICIPAL";"CRECHE";128614,00
"2018";"AL";"ATALAIA";"MUNICIPAL";"EJA";115264,00
"2018";"AL";"ATALAIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";591124,00
"2018";"AL";"ATALAIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";174148,80
"2018";"AL";"ATALAIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - QUILOMBOLA";19264,00
"2018";"AL";"ATALAIA";"MUNICIPAL";"PRÉ-ESCOLA";123510,00
"2018";"AL";"ATALAIA";"MUNICIPAL";"QUILOMBOLA";95104,00
"2018";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3243,60
"2018";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"CRECHE";52579,80
"2018";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"EJA";26766,00
"2018";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"ENSINO FUNDAMENTAL";221562,00
"2018";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";5964,00
"2018";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"PRÉ-ESCOLA";86284,80
"2018";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";6487,20
"2018";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"CRECHE";35631,00
"2018";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"EJA";8697,60
"2018";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"ENSINO FUNDAMENTAL";101502,00
"2018";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";13632,00
"2018";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"PRÉ-ESCOLA";20431,80
"2018";"AL";"BATALHA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1590,00
"2018";"AL";"BATALHA";"MUNICIPAL";"CRECHE";85172,00
"2018";"AL";"BATALHA";"MUNICIPAL";"EJA";93888,00
"2018";"AL";"BATALHA";"MUNICIPAL";"ENSINO FUNDAMENTAL";206502,00
"2018";"AL";"BATALHA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";12496,00
"2018";"AL";"BATALHA";"MUNICIPAL";"PRÉ-ESCOLA";41764,00
"2018";"AL";"BATALHA";"MUNICIPAL";"QUILOMBOLA";20916,00
"2018";"AL";"BELEM";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2968,00
"2018";"AL";"BELEM";"MUNICIPAL";"CRECHE";41730,00
"2018";"AL";"BELEM";"MUNICIPAL";"EJA";39936,00
"2018";"AL";"BELEM";"MUNICIPAL";"ENSINO FUNDAMENTAL";52632,00
"2018";"AL";"BELEM";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";55664,00
"2018";"AL";"BELEM";"MUNICIPAL";"PRÉ-ESCOLA";31086,00
"2018";"AL";"BELEM";"MUNICIPAL";"QUILOMBOLA";5504,00
"2018";"AL";"BELO MONTE";"MUNICIPAL";"CRECHE";52430,00
"2018";"AL";"BELO MONTE";"MUNICIPAL";"EJA";11008,00
"2018";"AL";"BELO MONTE";"MUNICIPAL";"ENSINO FUNDAMENTAL";81648,00
"2018";"AL";"BELO MONTE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";17494,40
"2018";"AL";"BELO MONTE";"MUNICIPAL";"PRÉ-ESCOLA";21836,00
"2018";"AL";"BOCA DA MATA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7208,00
"2018";"AL";"BOCA DA MATA";"MUNICIPAL";"CRECHE";88168,00
"2018";"AL";"BOCA DA MATA";"MUNICIPAL";"EJA";35584,00
"2018";"AL";"BOCA DA MATA";"MUNICIPAL";"ENSINO FUNDAMENTAL";253872,00
"2018";"AL";"BOCA DA MATA";"MUNICIPAL";"ENSINO MÉDIO";4752,00
"2018";"AL";"BOCA DA MATA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";38624,00
"2018";"AL";"BOCA DA MATA";"MUNICIPAL";"PRÉ-ESCOLA";64554,00
"2018";"AL";"BRANQUINHA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3307,20
"2018";"AL";"BRANQUINHA";"MUNICIPAL";"CRECHE";66425,60
"2018";"AL";"BRANQUINHA";"MUNICIPAL";"EJA";12595,20
"2018";"AL";"BRANQUINHA";"MUNICIPAL";"ENSINO FUNDAMENTAL";161747,20
"2018";"AL";"BRANQUINHA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";4771,20
"2018";"AL";"BRANQUINHA";"MUNICIPAL";"PRÉ-ESCOLA";36417,60
"2018";"AL";"CACIMBINHAS";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2544,00
"2018";"AL";"CACIMBINHAS";"MUNICIPAL";"CRECHE";54142,00
"2018";"AL";"CACIMBINHAS";"MUNICIPAL";"EJA";11712,00
"2018";"AL";"CACIMBINHAS";"MUNICIPAL";"ENSINO FUNDAMENTAL";209326,00
"2018";"AL";"CACIMBINHAS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";111100,80
"2018";"AL";"CACIMBINHAS";"MUNICIPAL";"PRÉ-ESCOLA";33004,00
"2018";"AL";"CACIMBINHAS";"MUNICIPAL";"QUILOMBOLA";21120,00
"2018";"AL";"CAJUEIRO";"MUNICIPAL";"CRECHE";132038,00
"2018";"AL";"CAJUEIRO";"MUNICIPAL";"EJA";28672,00
"2018";"AL";"CAJUEIRO";"MUNICIPAL";"ENSINO FUNDAMENTAL";721366,00
"2018";"AL";"CAJUEIRO";"MUNICIPAL";"PRÉ-ESCOLA";68424,00
"2018";"AL";"CAMPESTRE";"MUNICIPAL";"CRECHE";25252,00
"2018";"AL";"CAMPESTRE";"MUNICIPAL";"EJA";27584,00
"2018";"AL";"CAMPESTRE";"MUNICIPAL";"ENSINO FUNDAMENTAL";88442,00
"2018";"AL";"CAMPESTRE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";34080,00
"2018";"AL";"CAMPESTRE";"MUNICIPAL";"PRÉ-ESCOLA";20458,00
"2018";"AL";"CAMPO ALEGRE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";10918,00
"2018";"AL";"CAMPO ALEGRE";"MUNICIPAL";"CRECHE";228980,00
"2018";"AL";"CAMPO ALEGRE";"MUNICIPAL";"EJA";76864,00
"2018";"AL";"CAMPO ALEGRE";"MUNICIPAL";"ENSINO FUNDAMENTAL";916334,00
"2018";"AL";"CAMPO ALEGRE";"MUNICIPAL";"PRÉ-ESCOLA";204584,00
"2018";"AL";"CAMPO GRANDE";"MUNICIPAL";"CRECHE";10058,00
"2018";"AL";"CAMPO GRANDE";"MUNICIPAL";"EJA";86572,00
"2018";"AL";"CAMPO GRANDE";"MUNICIPAL";"ENSINO FUNDAMENTAL";133920,00
"2018";"AL";"CAMPO GRANDE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";40328,00
"2018";"AL";"CAMPO GRANDE";"MUNICIPAL";"PRÉ-ESCOLA";31800,00
"2018";"AL";"CANAPI";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3286,00
"2018";"AL";"CANAPI";"MUNICIPAL";"CRECHE";108498,00
"2018";"AL";"CANAPI";"MUNICIPAL";"EJA";88064,00
"2018";"AL";"CANAPI";"MUNICIPAL";"ENSINO FUNDAMENTAL";302948,00
"2018";"AL";"CANAPI";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";9088,00
"2018";"AL";"CANAPI";"MUNICIPAL";"PRÉ-ESCOLA";58300,00
"2018";"AL";"CANAPI";"MUNICIPAL";"QUILOMBOLA";37504,00
"2018";"AL";"CAPELA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3816,00
"2018";"AL";"CAPELA";"MUNICIPAL";"CRECHE";71904,00
"2018";"AL";"CAPELA";"MUNICIPAL";"EJA";78720,00
"2018";"AL";"CAPELA";"MUNICIPAL";"ENSINO FUNDAMENTAL";490044,00
"2018";"AL";"CAPELA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";39192,00
"2018";"AL";"CAPELA";"MUNICIPAL";"PRÉ-ESCOLA";76040,00
"2018";"AL";"CARNEIROS";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2862,00
"2018";"AL";"CARNEIROS";"MUNICIPAL";"CRECHE";35310,00
"2018";"AL";"CARNEIROS";"MUNICIPAL";"EJA";18048,00
"2018";"AL";"CARNEIROS";"MUNICIPAL";"ENSINO FUNDAMENTAL";139304,00
"2018";"AL";"CARNEIROS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";48620,80
"2018";"AL";"CARNEIROS";"MUNICIPAL";"PRÉ-ESCOLA";28302,00
"2018";"AL";"CARNEIROS";"MUNICIPAL";"QUILOMBOLA";13568,00
"2018";"AL";"CHA PRETA";"MUNICIPAL";"CRECHE";11384,80
"2018";"AL";"CHA PRETA";"MUNICIPAL";"EJA";4300,80
"2018";"AL";"CHA PRETA";"MUNICIPAL";"ENSINO FUNDAMENTAL";107321,20
"2018";"AL";"CHA PRETA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";9017,00
"2018";"AL";"CHA PRETA";"MUNICIPAL";"PRÉ-ESCOLA";18417,00
"2018";"AL";"COITE DO NOIA";"MUNICIPAL";"CRECHE";24182,00
"2018";"AL";"COITE DO NOIA";"MUNICIPAL";"EJA";24000,00
"2018";"AL";"COITE DO NOIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";124918,00
"2018";"AL";"COITE DO NOIA";"MUNICIPAL";"PRÉ-ESCOLA";44202,00
"2018";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2014,00
"2018";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"CRECHE";21400,00
"2018";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"EJA";34048,00
"2018";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"ENSINO FUNDAMENTAL";239398,00
"2018";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";22720,00
"2018";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"PRÉ-ESCOLA";55634,00
"2018";"AL";"COQUEIRO SECO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1696,00
"2018";"AL";"COQUEIRO SECO";"MUNICIPAL";"CRECHE";13910,00
"2018";"AL";"COQUEIRO SECO";"MUNICIPAL";"EJA";8192,00
"2018";"AL";"COQUEIRO SECO";"MUNICIPAL";"ENSINO FUNDAMENTAL";139746,00
"2018";"AL";"COQUEIRO SECO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";26355,20
"2018";"AL";"COQUEIRO SECO";"MUNICIPAL";"PRÉ-ESCOLA";22196,00
"2018";"AL";"CORURIPE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";17914,00
"2018";"AL";"CORURIPE";"MUNICIPAL";"CRECHE";362944,00
"2018";"AL";"CORURIPE";"MUNICIPAL";"EJA";91520,00
"2018";"AL";"CORURIPE";"MUNICIPAL";"ENSINO FUNDAMENTAL";843128,00
"2018";"AL";"CORURIPE";"MUNICIPAL";"PRÉ-ESCOLA";187302,00
"2018";"AL";"CRAIBAS";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";4876,00
"2018";"AL";"CRAIBAS";"MUNICIPAL";"CRECHE";90522,00
"2018";"AL";"CRAIBAS";"MUNICIPAL";"EJA";68928,00
"2018";"AL";"CRAIBAS";"MUNICIPAL";"ENSINO FUNDAMENTAL";500088,00
"2018";"AL";"CRAIBAS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";79065,60
"2018";"AL";"CRAIBAS";"MUNICIPAL";"PRÉ-ESCOLA";69642,00
"2018";"AL";"DELMIRO GOUVEIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";43884,00
