#ANO;ESTADO;MUNICIPIO;ESFERA_GOVERNO;MODALIDADE_ENSINO;VALOR_TOTAL_ESCOLAS_PNAE
"2014";"AC";"PORTO WALTER";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";138456,00
"2014";"AC";"PORTO WALTER";"MUNICIPAL";"PRÉ-ESCOLA";37170,00
"2014";"AC";"RIO BRANCO";"ESTADUAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";215370,00
"2014";"AC";"RIO BRANCO";"ESTADUAL";"CRECHE";28260,00
"2014";"AC";"RIO BRANCO";"ESTADUAL";"EJA";1102474,00
"2014";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO FUNDAMENTAL";6528186,00
"2014";"AC";"RIO BRANCO";"ESTADUAL";"ENSINO MÉDIO";2170926,00
"2014";"AC";"RIO BRANCO";"ESTADUAL";"INDÍGENA";544248,00
"2014";"AC";"RIO BRANCO";"ESTADUAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";484632,00
"2014";"AC";"RIO BRANCO";"ESTADUAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - INDÍGENA";7452,00
"2014";"AC";"RIO BRANCO";"ESTADUAL";"PRÉ-ESCOLA";35910,00
"2014";"AC";"RIO BRANCO";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";37600,00
"2014";"AC";"RIO BRANCO";"MUNICIPAL";"CRECHE";426800,00
"2014";"AC";"RIO BRANCO";"MUNICIPAL";"EJA";47760,00
"2014";"AC";"RIO BRANCO";"MUNICIPAL";"ENSINO FUNDAMENTAL";934580,00
"2014";"AC";"RIO BRANCO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";31200,00
"2014";"AC";"RIO BRANCO";"MUNICIPAL";"PRÉ-ESCOLA";897300,00
"2014";"AC";"RODRIGUES ALVES";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2880,00
"2014";"AC";"RODRIGUES ALVES";"MUNICIPAL";"CRECHE";103520,00
"2014";"AC";"RODRIGUES ALVES";"MUNICIPAL";"EJA";55008,00
"2014";"AC";"RODRIGUES ALVES";"MUNICIPAL";"ENSINO FUNDAMENTAL";221040,00
"2014";"AC";"RODRIGUES ALVES";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";36960,00
"2014";"AC";"RODRIGUES ALVES";"MUNICIPAL";"PRÉ-ESCOLA";56000,00
"2014";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1400,00
"2014";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"CRECHE";18600,00
"2014";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"EJA";6660,00
"2014";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"ENSINO FUNDAMENTAL";45540,00
"2014";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"INDÍGENA";139560,00
"2014";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";26520,00
"2014";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - INDÍGENA";7584,00
"2014";"AC";"SANTA ROSA DO PURUS";"MUNICIPAL";"PRÉ-ESCOLA";14200,00
"2014";"AC";"SENA MADUREIRA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";5200,00
"2014";"AC";"SENA MADUREIRA";"MUNICIPAL";"EJA";12360,00
"2014";"AC";"SENA MADUREIRA";"MUNICIPAL";"ENSINO FUNDAMENTAL";447200,00
"2014";"AC";"SENA MADUREIRA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";2520,00
"2014";"AC";"SENA MADUREIRA";"MUNICIPAL";"PRÉ-ESCOLA";92800,00
"2014";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2590,00
"2014";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"CRECHE";10880,00
"2014";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"EJA";21462,00
"2014";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"ENSINO FUNDAMENTAL";214160,00
"2014";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";20112,00
"2014";"AC";"SENADOR GUIOMARD";"MUNICIPAL";"PRÉ-ESCOLA";75080,00
"2014";"AC";"TARAUACA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";8900,00
"2014";"AC";"TARAUACA";"MUNICIPAL";"CRECHE";41200,00
"2014";"AC";"TARAUACA";"MUNICIPAL";"EJA";44220,00
"2014";"AC";"TARAUACA";"MUNICIPAL";"ENSINO FUNDAMENTAL";446300,00
"2014";"AC";"TARAUACA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";16704,00
"2014";"AC";"TARAUACA";"MUNICIPAL";"PRÉ-ESCOLA";115600,00
"2014";"AC";"XAPURI";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";600,00
"2014";"AC";"XAPURI";"MUNICIPAL";"EJA";11160,00
"2014";"AC";"XAPURI";"MUNICIPAL";"ENSINO FUNDAMENTAL";50340,00
"2014";"AC";"XAPURI";"MUNICIPAL";"PRÉ-ESCOLA";45100,00
"2014";"AL";"AGUA BRANCA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7620,00
"2014";"AL";"AGUA BRANCA";"MUNICIPAL";"CRECHE";13960,00
"2014";"AL";"AGUA BRANCA";"MUNICIPAL";"EJA";26256,00
"2014";"AL";"AGUA BRANCA";"MUNICIPAL";"ENSINO FUNDAMENTAL";231120,00
"2014";"AL";"AGUA BRANCA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";189312,00
"2014";"AL";"AGUA BRANCA";"MUNICIPAL";"PRÉ-ESCOLA";81220,00
"2014";"AL";"ANADIA";"MUNICIPAL";"CRECHE";38000,00
"2014";"AL";"ANADIA";"MUNICIPAL";"EJA";5160,00
"2014";"AL";"ANADIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";265020,00
"2014";"AL";"ANADIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";41520,00
"2014";"AL";"ANADIA";"MUNICIPAL";"PRÉ-ESCOLA";44400,00
"2014";"AL";"ARAPIRACA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";25800,00
"2014";"AL";"ARAPIRACA";"MUNICIPAL";"CRECHE";290800,00
"2014";"AL";"ARAPIRACA";"MUNICIPAL";"EJA";191220,00
"2014";"AL";"ARAPIRACA";"MUNICIPAL";"ENSINO FUNDAMENTAL";2080260,00
"2014";"AL";"ARAPIRACA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";295920,00
"2014";"AL";"ARAPIRACA";"MUNICIPAL";"PRÉ-ESCOLA";369000,00
"2014";"AL";"ARAPIRACA";"MUNICIPAL";"QUILOMBOLA";128400,00
"2014";"AL";"ATALAIA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";360,00
"2014";"AL";"ATALAIA";"MUNICIPAL";"CRECHE";80640,00
"2014";"AL";"ATALAIA";"MUNICIPAL";"EJA";71812,00
"2014";"AL";"ATALAIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";527760,00
"2014";"AL";"ATALAIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";24300,00
"2014";"AL";"ATALAIA";"MUNICIPAL";"PRÉ-ESCOLA";121680,00
"2014";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"CRECHE";21200,00
"2014";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"EJA";33900,00
"2014";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"ENSINO FUNDAMENTAL";170040,00
"2014";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";99024,00
"2014";"AL";"BARRA DE SANTO ANTONIO";"MUNICIPAL";"PRÉ-ESCOLA";44000,00
"2014";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";3290,00
"2014";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"CRECHE";33860,00
"2014";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"EJA";10104,00
"2014";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"ENSINO FUNDAMENTAL";117054,00
"2014";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";8640,00
"2014";"AL";"BARRA DE SAO MIGUEL";"MUNICIPAL";"PRÉ-ESCOLA";23360,00
"2014";"AL";"BATALHA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1520,00
"2014";"AL";"BATALHA";"MUNICIPAL";"CRECHE";84400,00
"2014";"AL";"BATALHA";"MUNICIPAL";"EJA";89352,00
"2014";"AL";"BATALHA";"MUNICIPAL";"ENSINO FUNDAMENTAL";128880,00
"2014";"AL";"BATALHA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";16800,00
"2014";"AL";"BATALHA";"MUNICIPAL";"PRÉ-ESCOLA";45900,00
"2014";"AL";"BELEM";"MUNICIPAL";"CRECHE";9440,00
"2014";"AL";"BELEM";"MUNICIPAL";"EJA";30288,00
"2014";"AL";"BELEM";"MUNICIPAL";"ENSINO FUNDAMENTAL";39072,00
"2014";"AL";"BELEM";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";58368,00
"2014";"AL";"BELEM";"MUNICIPAL";"PRÉ-ESCOLA";12720,00
"2014";"AL";"BELO MONTE";"MUNICIPAL";"CRECHE";29520,00
"2014";"AL";"BELO MONTE";"MUNICIPAL";"EJA";10584,00
"2014";"AL";"BELO MONTE";"MUNICIPAL";"ENSINO FUNDAMENTAL";73062,00
"2014";"AL";"BELO MONTE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";24120,00
"2014";"AL";"BELO MONTE";"MUNICIPAL";"PRÉ-ESCOLA";16020,00
"2014";"AL";"BOCA DA MATA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";9600,00
"2014";"AL";"BOCA DA MATA";"MUNICIPAL";"CRECHE";52200,00
"2014";"AL";"BOCA DA MATA";"MUNICIPAL";"EJA";24540,00
"2014";"AL";"BOCA DA MATA";"MUNICIPAL";"ENSINO FUNDAMENTAL";339320,00
"2014";"AL";"BOCA DA MATA";"MUNICIPAL";"ENSINO MÉDIO";10620,00
"2014";"AL";"BOCA DA MATA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";63600,00
"2014";"AL";"BOCA DA MATA";"MUNICIPAL";"PRÉ-ESCOLA";70900,00
"2014";"AL";"BRANQUINHA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2800,00
"2014";"AL";"BRANQUINHA";"MUNICIPAL";"CRECHE";65800,00
"2014";"AL";"BRANQUINHA";"MUNICIPAL";"EJA";14700,00
"2014";"AL";"BRANQUINHA";"MUNICIPAL";"ENSINO FUNDAMENTAL";184220,00
"2014";"AL";"BRANQUINHA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";19752,00
"2014";"AL";"BRANQUINHA";"MUNICIPAL";"PRÉ-ESCOLA";38300,00
"2014";"AL";"CACIMBINHAS";"MUNICIPAL";"CRECHE";36120,00
"2014";"AL";"CACIMBINHAS";"MUNICIPAL";"EJA";15750,00
"2014";"AL";"CACIMBINHAS";"MUNICIPAL";"ENSINO FUNDAMENTAL";85526,00
"2014";"AL";"CACIMBINHAS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";75936,00
"2014";"AL";"CACIMBINHAS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - QUILOMBOLA";2394,00
"2014";"AL";"CACIMBINHAS";"MUNICIPAL";"PRÉ-ESCOLA";21000,00
"2014";"AL";"CACIMBINHAS";"MUNICIPAL";"QUILOMBOLA";10584,00
"2014";"AL";"CAJUEIRO";"MUNICIPAL";"CRECHE";102200,00
"2014";"AL";"CAJUEIRO";"MUNICIPAL";"EJA";15600,00
"2014";"AL";"CAJUEIRO";"MUNICIPAL";"ENSINO FUNDAMENTAL";774080,00
"2014";"AL";"CAJUEIRO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";360,00
"2014";"AL";"CAJUEIRO";"MUNICIPAL";"PRÉ-ESCOLA";75200,00
"2014";"AL";"CAMPESTRE";"MUNICIPAL";"CRECHE";26400,00
"2014";"AL";"CAMPESTRE";"MUNICIPAL";"EJA";29040,00
"2014";"AL";"CAMPESTRE";"MUNICIPAL";"ENSINO FUNDAMENTAL";98300,00
"2014";"AL";"CAMPESTRE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";23520,00
"2014";"AL";"CAMPESTRE";"MUNICIPAL";"PRÉ-ESCOLA";14300,00
"2014";"AL";"CAMPO ALEGRE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";6100,00
"2014";"AL";"CAMPO ALEGRE";"MUNICIPAL";"CRECHE";145600,00
"2014";"AL";"CAMPO ALEGRE";"MUNICIPAL";"EJA";38460,00
"2014";"AL";"CAMPO ALEGRE";"MUNICIPAL";"ENSINO FUNDAMENTAL";447300,00
"2014";"AL";"CAMPO ALEGRE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";385296,00
"2014";"AL";"CAMPO ALEGRE";"MUNICIPAL";"PRÉ-ESCOLA";143700,00
"2014";"AL";"CAMPO GRANDE";"MUNICIPAL";"EJA";55260,00
"2014";"AL";"CAMPO GRANDE";"MUNICIPAL";"ENSINO FUNDAMENTAL";238800,00
"2014";"AL";"CAMPO GRANDE";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";6168,00
"2014";"AL";"CAMPO GRANDE";"MUNICIPAL";"PRÉ-ESCOLA";42000,00
"2014";"AL";"CANAPI";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";2000,00
"2014";"AL";"CANAPI";"MUNICIPAL";"CRECHE";89200,00
"2014";"AL";"CANAPI";"MUNICIPAL";"EJA";49740,00
"2014";"AL";"CANAPI";"MUNICIPAL";"ENSINO FUNDAMENTAL";243420,00
"2014";"AL";"CANAPI";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";73200,00
"2014";"AL";"CANAPI";"MUNICIPAL";"PRÉ-ESCOLA";68600,00
"2014";"AL";"CAPELA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";7800,00
"2014";"AL";"CAPELA";"MUNICIPAL";"CRECHE";64400,00
"2014";"AL";"CAPELA";"MUNICIPAL";"EJA";28020,00
"2014";"AL";"CAPELA";"MUNICIPAL";"ENSINO FUNDAMENTAL";355720,00
"2014";"AL";"CAPELA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";95520,00
"2014";"AL";"CAPELA";"MUNICIPAL";"PRÉ-ESCOLA";64300,00
"2014";"AL";"CARNEIROS";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1900,00
"2014";"AL";"CARNEIROS";"MUNICIPAL";"CRECHE";3600,00
"2014";"AL";"CARNEIROS";"MUNICIPAL";"EJA";11436,00
"2014";"AL";"CARNEIROS";"MUNICIPAL";"ENSINO FUNDAMENTAL";186760,00
"2014";"AL";"CARNEIROS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";9096,00
"2014";"AL";"CARNEIROS";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - QUILOMBOLA";1344,00
"2014";"AL";"CARNEIROS";"MUNICIPAL";"PRÉ-ESCOLA";32400,00
"2014";"AL";"CARNEIROS";"MUNICIPAL";"QUILOMBOLA";12680,00
"2014";"AL";"CHA PRETA";"MUNICIPAL";"CRECHE";5040,00
"2014";"AL";"CHA PRETA";"MUNICIPAL";"EJA";5220,00
"2014";"AL";"CHA PRETA";"MUNICIPAL";"ENSINO FUNDAMENTAL";48636,00
"2014";"AL";"CHA PRETA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";38160,00
"2014";"AL";"CHA PRETA";"MUNICIPAL";"PRÉ-ESCOLA";16200,00
"2014";"AL";"COITE DO NOIA";"MUNICIPAL";"CRECHE";21420,00
"2014";"AL";"COITE DO NOIA";"MUNICIPAL";"EJA";13392,00
"2014";"AL";"COITE DO NOIA";"MUNICIPAL";"ENSINO FUNDAMENTAL";134406,00
"2014";"AL";"COITE DO NOIA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";23868,00
"2014";"AL";"COITE DO NOIA";"MUNICIPAL";"PRÉ-ESCOLA";32130,00
"2014";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";1100,00
"2014";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"CRECHE";14400,00
"2014";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"EJA";10140,00
"2014";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"ENSINO FUNDAMENTAL";325340,00
"2014";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";21120,00
"2014";"AL";"COLONIA LEOPOLDINA";"MUNICIPAL";"PRÉ-ESCOLA";48500,00
"2014";"AL";"COQUEIRO SECO";"MUNICIPAL";"CRECHE";15400,00
"2014";"AL";"COQUEIRO SECO";"MUNICIPAL";"EJA";7560,00
"2014";"AL";"COQUEIRO SECO";"MUNICIPAL";"ENSINO FUNDAMENTAL";59580,00
"2014";"AL";"COQUEIRO SECO";"MUNICIPAL";"MAIS EDUCAÇÃO (PARC. COMPLEM.) - FUNDAMENTAL";31752,00
"2014";"AL";"COQUEIRO SECO";"MUNICIPAL";"PRÉ-ESCOLA";19700,00
"2014";"AL";"CORURIPE";"MUNICIPAL";"ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE)";11520,00
"2014";"AL";"CORURIPE";"MUNICIPAL";"CRECHE";194040,00
"2014";"AL";"CORURIPE";"MUNICIPAL";"EJA";78624,00
